country,specification_id,p,d,q,diagnostic,lag,value,threshold,flagged
Germany,arima_p0_d1_q0,0,1,0,residual_acf,38,-0.25796170999987605,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,39,-0.3390817213847149,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,40,-0.3856287877611093,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,41,-0.373987795970591,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,42,-0.2791895913105571,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,43,-0.11497518284564921,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,44,0.06815740998804617,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,45,0.26153178448435876,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,46,0.4744256904899944,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,47,0.6917920788857678,0.05,True
Germany,arima_p0_d1_q0,0,1,0,residual_acf,48,0.8166482189552633,0.05,True
Germany,arima_p0_d1_q0,0,1,0,ljung_box_statistic,24,134519.48366539768,0.01,True
Germany,arima_p0_d1_q0,0,1,0,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p0_d1_q0,0,1,0,ljung_box_statistic,48,256471.3778709203,0.01,True
Germany,arima_p0_d1_q0,0,1,0,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,1,0.3455533023017553,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,2,-0.025778068523619753,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,3,-0.11927968659121232,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,4,-0.054937506418497775,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,5,-0.06958813304064311,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,6,-0.1760499019325577,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,7,-0.21879249036825452,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,8,-0.16816448202649292,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,9,-0.1125056572898054,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,10,-0.040627397568858276,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,11,0.11011391752643337,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,12,0.09824781879446294,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,13,0.1354285486488526,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,14,-0.042000869205689545,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,15,-0.13139426572722143,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,16,-0.19497257589947853,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,17,-0.2315283111189696,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,18,-0.18269615193659683,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,19,-0.049320272305741576,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,20,-0.02830103426058682,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,21,-0.06330962297766252,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,22,0.0023715981401831164,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,23,0.32672113906264527,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,24,0.7851513900688909,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,25,0.3468131373174664,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,26,0.02239844507292259,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,27,-0.0709197307723659,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,28,-0.03867520427292017,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,29,-0.07389787316097192,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,30,-0.19296201480153596,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,31,-0.22802567843100768,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,32,-0.15462975706579454,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,33,-0.09732637995929647,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,34,-0.03435412850554136,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,35,0.09659730441701923,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,36,0.09545108015770942,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,37,0.12290915385507478,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,38,-0.03424608689930822,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,39,-0.11898607999803536,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,40,-0.17980607242029936,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,41,-0.23744453644533028,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,42,-0.19462429111982002,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,43,-0.05736982294295688,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,44,-0.01670617709139238,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,45,-0.017177798757560994,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,46,0.041854299522895586,0.05,False
Germany,arima_p1_d1_q0,1,1,0,residual_acf,47,0.2945351878222497,0.05,True
Germany,arima_p1_d1_q0,1,1,0,residual_acf,48,0.6730637893300411,0.05,True
Germany,arima_p1_d1_q0,1,1,0,ljung_box_statistic,24,41308.29414533396,0.01,True
Germany,arima_p1_d1_q0,1,1,0,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p1_d1_q0,1,1,0,ljung_box_statistic,48,75599.07072227924,0.01,True
Germany,arima_p1_d1_q0,1,1,0,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,1,0.42195616254473467,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,2,0.4887949661164628,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,3,0.06477881926235485,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,4,0.11110777592633259,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,5,-0.14128049756414676,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,6,-0.1723576330948143,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,7,-0.2922075035823998,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,8,-0.2698526418553059,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,9,-0.23144751614121775,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,10,-0.21168100139659743,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,11,-0.07572408736467173,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,12,-0.14576879705875678,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,13,-0.06655261098455162,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,14,-0.23139440436390732,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,15,-0.23274272014223268,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,16,-0.312134076641298,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,17,-0.2797784235511935,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,18,-0.21380147579645806,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,19,-0.09522713797774464,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,20,0.0681116110886465,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,21,0.13114404691178616,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,22,0.3996329980895207,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,23,0.4569052751536545,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,24,0.8079572256848491,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,25,0.46151540040750605,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,26,0.4142173430468806,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,27,0.1210575862299244,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,28,0.07607562612055324,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,29,-0.1132662568760151,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,30,-0.19728196532206493,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,31,-0.2797691753593614,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,32,-0.2701702483500497,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,33,-0.21995601006749493,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,34,-0.20457498722615217,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,35,-0.08142920550970102,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,36,-0.13746451728718562,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,37,-0.07434874761352604,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,38,-0.21633356029273051,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,39,-0.22934622602318408,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,40,-0.29641880727726344,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,41,-0.28028585105802867,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,42,-0.21263277691235932,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,43,-0.0927468973477279,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,44,0.06966410865949393,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,45,0.14706142989648108,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,46,0.3872909256094203,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,47,0.43317616210023746,0.05,True
Germany,arima_p0_d1_q1,0,1,1,residual_acf,48,0.7303984170640836,0.05,True
Germany,arima_p0_d1_q1,0,1,1,ljung_box_statistic,24,75460.16150757774,0.01,True
Germany,arima_p0_d1_q1,0,1,1,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p0_d1_q1,0,1,1,ljung_box_statistic,48,143747.3997865327,0.01,True
Germany,arima_p0_d1_q1,0,1,1,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,1,0.056473648245081956,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,2,0.08348727977895518,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,3,-0.08915132286215638,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,4,0.008311566338347672,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,5,-0.03876093104301089,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,6,-0.12851293835696326,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,7,-0.1622920837255667,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,8,-0.1255583212538843,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,9,-0.0793195596997692,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,10,-0.09056682677666902,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,11,0.10445138708547015,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,12,-0.02732358091687999,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,13,0.12945529864955338,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,14,-0.09994906746860785,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,15,-0.08720704871633546,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,16,-0.15073771554617432,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,17,-0.16164035940579133,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,18,-0.14585110246494587,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,19,-0.01184878193554209,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,20,0.0007823564990627852,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,21,-0.027285999184217025,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,22,0.05313626327496198,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,23,0.13224227393295937,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,24,0.7370136751086582,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,25,0.14383814409675014,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,26,0.07322014834166951,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,27,-0.04265299319354752,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,28,0.0057533918683955005,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,29,-0.03708089497426775,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,30,-0.1413413513669211,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,31,-0.17061852457249943,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,32,-0.11154621887486563,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,33,-0.0736166943602247,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,34,-0.07879938141745506,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,35,0.08452453835355205,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,36,-0.015174852703827088,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,37,0.10941217926847904,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,38,-0.08486605604799599,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,39,-0.08601855130242804,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,40,-0.1328060388795282,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,41,-0.1703872526843391,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,42,-0.150783759160294,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,43,-0.01712130390546829,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,44,0.0025186838497776106,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,45,0.004704762713894002,0.05,False
Germany,arima_p1_d1_q1,1,1,1,residual_acf,46,0.07643206000087212,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,47,0.1239416080236954,0.05,True
Germany,arima_p1_d1_q1,1,1,1,residual_acf,48,0.635477290695774,0.05,True
Germany,arima_p1_d1_q1,1,1,1,ljung_box_statistic,24,27114.261308060213,0.01,True
Germany,arima_p1_d1_q1,1,1,1,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p1_d1_q1,1,1,1,ljung_box_statistic,48,49258.45108921371,0.01,True
Germany,arima_p1_d1_q1,1,1,1,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,1,0.007338733236677774,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,2,-0.032945639683987865,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,3,-0.019085458912541868,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,4,0.06985239441950689,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,5,0.032035905569829076,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,6,-0.0965192576752772,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,7,-0.1350259961156003,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,8,-0.0875726712363847,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,9,-0.0888604092384069,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,10,-0.11554863429980143,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,11,0.043645039019251874,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,12,-0.08245252793423954,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,13,0.07388693420088491,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,14,-0.124296779284394,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,15,-0.09908966696567334,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,16,-0.10590445483630455,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,17,-0.13414474034800658,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,18,-0.11165929186850668,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,19,0.043941878873057214,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,20,0.054789997358204744,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,21,0.011885340184850912,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,22,-0.03142287805924935,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,23,0.08387600169061142,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,24,0.7307050553856157,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,25,0.09692929384363211,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,26,-0.013685212586719729,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,27,-0.0029052041959820737,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,28,0.06204294867382008,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,29,0.02723041845101659,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,30,-0.1086915548727533,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,31,-0.1436111341058435,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,32,-0.07338597307146266,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,33,-0.08085732639747924,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,34,-0.1073694217475783,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,35,0.026052297234417317,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,36,-0.06889819799663552,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,37,0.0568491522484238,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,38,-0.11269129560317508,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,39,-0.09560445625142305,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,40,-0.08903883178503427,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,41,-0.14160940187619633,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,42,-0.11629831074784273,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,43,0.03550554222725095,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,44,0.04623384365048344,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,45,0.03536172888777772,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,46,0.002617882655836106,0.05,False
Germany,arima_p2_d1_q0,2,1,0,residual_acf,47,0.07930535727640196,0.05,True
Germany,arima_p2_d1_q0,2,1,0,residual_acf,48,0.6278221315697934,0.05,True
Germany,arima_p2_d1_q0,2,1,0,ljung_box_statistic,24,24264.238175543163,0.01,True
Germany,arima_p2_d1_q0,2,1,0,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p2_d1_q0,2,1,0,ljung_box_statistic,48,43462.99140070386,0.01,True
Germany,arima_p2_d1_q0,2,1,0,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,1,0.17340898298385776,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,2,0.25559398677074435,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,3,0.17903698901033424,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,4,-0.07759871364166439,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,5,0.014409338089784172,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,6,-0.16826364943363054,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,7,-0.23827922893179826,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,8,-0.1365484405347932,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,9,-0.20124529589677215,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,10,-0.14815416122423372,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,11,0.0015030438227669155,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,12,-0.14935638397006032,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,13,0.017531813533356037,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,14,-0.16658459665895478,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,15,-0.20423145770291432,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,16,-0.16193925644267732,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,17,-0.24308445455804775,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,18,-0.17094785131833548,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,19,0.0022407712837315247,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,20,-0.045579438457834076,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,21,0.17148105713018533,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,22,0.22110245904755077,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,23,0.23832413084405685,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,24,0.7728622881899687,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,25,0.24360580798990553,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,26,0.23529518725249773,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,27,0.16007374479946904,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,28,-0.03941909016201478,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,29,-0.009233605154525955,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,30,-0.1672685620743587,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,31,-0.2357354911336539,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,32,-0.1375746458573162,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,33,-0.18843117782052946,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,34,-0.14223384385797555,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,35,-0.010323414867717035,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,36,-0.13501516141567044,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,37,0.004562454945846561,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,38,-0.15430649564386595,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,39,-0.19923708113619726,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,40,-0.15139850577640404,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,41,-0.243188521772247,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,42,-0.17170410727938273,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,43,0.0012238472587279383,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,44,-0.039800184256894945,0.05,False
Germany,arima_p0_d1_q2,0,1,2,residual_acf,45,0.1774920034132349,0.05,True
